X=50.000 Y=0.000 Z=-50.000,X=0.898 Y=-0.008 Z=0.449,X=0.350 Y=0.498,
X=17.320 Y=-10.000 Z=10.000,X=0.772 Y=-0.449 Z=0.441,X=0.391 Y=0.170,
X=28.978 Y=-7.765 Z=-10.000,X=0.858 Y=-0.244 Z=0.449,X=0.371 Y=0.279,
X=40.000 Y=0.000 Z=-30.000,X=0.898 Y=-0.008 Z=0.449,X=0.350 Y=0.388,
X=48.296 Y=12.941 Z=-50.000,X=0.866 Y=0.236 Z=0.449,X=0.331 Y=0.498,
X=8.660 Y=-5.000 Z=30.000,X=0.772 Y=-0.449 Z=0.441,X=0.391 Y=0.062,
X=0.087 Y=-0.050 Z=50.000,X=0.772 Y=-0.449 Z=0.441,X=0.391 Y=0.002,
X=38.637 Y=10.353 Z=-30.000,X=0.866 Y=0.236 Z=0.449,X=0.331 Y=0.388,
X=43.301 Y=25.000 Z=-50.000,X=0.772 Y=0.449 Z=0.449,X=0.311 Y=0.498,
X=9.659 Y=-2.588 Z=30.000,X=0.858 Y=-0.244 Z=0.449,X=0.371 Y=0.062,
X=0.097 Y=-0.026 Z=50.000,X=0.858 Y=-0.244 Z=0.449,X=0.371 Y=0.002,
X=19.319 Y=-5.176 Z=10.000,X=0.858 Y=-0.244 Z=0.449,X=0.371 Y=0.170,
X=10.000 Y=0.000 Z=30.000,X=0.898 Y=-0.008 Z=0.449,X=0.350 Y=0.062,
X=0.100 Y=0.000 Z=50.000,X=0.898 Y=-0.008 Z=0.449,X=0.350 Y=0.002,
X=20.000 Y=0.000 Z=10.000,X=0.898 Y=-0.008 Z=0.449,X=0.350 Y=0.170,
X=30.000 Y=0.000 Z=-10.000,X=0.898 Y=-0.008 Z=0.449,X=0.350 Y=0.279,
X=28.978 Y=7.765 Z=-10.000,X=0.866 Y=0.236 Z=0.449,X=0.331 Y=0.279,
X=19.318 Y=5.176 Z=10.000,X=0.866 Y=0.236 Z=0.449,X=0.331 Y=0.170,
X=9.659 Y=2.588 Z=30.000,X=0.866 Y=0.236 Z=0.449,X=0.331 Y=0.062,
X=0.097 Y=0.026 Z=50.000,X=0.866 Y=0.236 Z=0.449,X=0.331 Y=0.002,
X=34.641 Y=20.000 Z=-30.000,X=0.772 Y=0.449 Z=0.449,X=0.311 Y=0.388,
X=35.355 Y=35.355 Z=-50.000,X=0.630 Y=0.630 Z=0.441,X=0.291 Y=0.498,
X=25.981 Y=15.000 Z=-10.000,X=0.772 Y=0.449 Z=0.449,X=0.311 Y=0.279,
X=28.284 Y=28.284 Z=-30.000,X=0.630 Y=0.630 Z=0.441,X=0.291 Y=0.388,
X=25.000 Y=43.301 Z=-50.000,X=0.449 Y=0.772 Z=0.449,X=0.271 Y=0.498,
X=17.320 Y=10.000 Z=10.000,X=0.772 Y=0.449 Z=0.449,X=0.311 Y=0.170,
X=21.213 Y=21.213 Z=-10.000,X=0.630 Y=0.630 Z=0.441,X=0.291 Y=0.279,
X=20.000 Y=34.641 Z=-30.000,X=0.449 Y=0.772 Z=0.449,X=0.271 Y=0.388,
X=12.941 Y=48.296 Z=-50.000,X=0.236 Y=0.866 Z=0.449,X=0.251 Y=0.498,
X=8.660 Y=5.000 Z=30.000,X=0.772 Y=0.449 Z=0.449,X=0.311 Y=0.062,
X=0.087 Y=0.050 Z=50.000,X=0.772 Y=0.449 Z=0.449,X=0.311 Y=0.002,
X=10.353 Y=38.637 Z=-30.000,X=0.236 Y=0.866 Z=0.449,X=0.251 Y=0.388,
X=0.000 Y=50.000 Z=-50.000,X=-0.008 Y=0.898 Z=0.449,X=0.232 Y=0.498,
X=7.071 Y=7.071 Z=30.000,X=0.630 Y=0.630 Z=0.441,X=0.291 Y=0.062,
X=0.071 Y=0.071 Z=50.000,X=0.630 Y=0.630 Z=0.441,X=0.291 Y=0.002,
X=14.142 Y=14.142 Z=10.000,X=0.630 Y=0.630 Z=0.441,X=0.291 Y=0.170,
X=5.000 Y=8.660 Z=30.000,X=0.449 Y=0.772 Z=0.449,X=0.271 Y=0.062,
X=0.050 Y=0.087 Z=50.000,X=0.449 Y=0.772 Z=0.449,X=0.271 Y=0.002,
X=10.000 Y=17.321 Z=10.000,X=0.449 Y=0.772 Z=0.449,X=0.271 Y=0.170,
X=15.000 Y=25.981 Z=-10.000,X=0.449 Y=0.772 Z=0.449,X=0.271 Y=0.279,
X=7.765 Y=28.978 Z=-10.000,X=0.236 Y=0.866 Z=0.449,X=0.251 Y=0.279,
X=5.176 Y=19.318 Z=10.000,X=0.236 Y=0.866 Z=0.449,X=0.251 Y=0.170,
X=2.588 Y=9.659 Z=30.000,X=0.236 Y=0.866 Z=0.449,X=0.251 Y=0.062,
X=0.026 Y=0.097 Z=50.000,X=0.236 Y=0.866 Z=0.449,X=0.251 Y=0.002,
X=0.000 Y=40.000 Z=-30.000,X=-0.008 Y=0.898 Z=0.449,X=0.232 Y=0.388,
X=-12.941 Y=48.296 Z=-50.000,X=-0.244 Y=0.858 Z=0.449,X=0.212 Y=0.498,
X=0.000 Y=30.000 Z=-10.000,X=-0.008 Y=0.898 Z=0.449,X=0.232 Y=0.279,
X=-10.353 Y=38.637 Z=-30.000,X=-0.244 Y=0.858 Z=0.449,X=0.212 Y=0.388,
X=-25.000 Y=43.301 Z=-50.000,X=-0.449 Y=0.772 Z=0.441,X=0.192 Y=0.498,
X=0.000 Y=20.000 Z=10.000,X=-0.008 Y=0.898 Z=0.449,X=0.232 Y=0.170,
X=-7.765 Y=28.978 Z=-10.000,X=-0.244 Y=0.858 Z=0.449,X=0.212 Y=0.279,
X=-20.000 Y=34.641 Z=-30.000,X=-0.449 Y=0.772 Z=0.441,X=0.192 Y=0.388,
X=-35.355 Y=35.355 Z=-50.000,X=-0.638 Y=0.630 Z=0.441,X=0.172 Y=0.498,
X=0.000 Y=10.000 Z=30.000,X=-0.008 Y=0.898 Z=0.449,X=0.232 Y=0.062,
X=0.000 Y=0.100 Z=50.000,X=-0.008 Y=0.898 Z=0.449,X=0.232 Y=0.002,
X=-28.284 Y=28.284 Z=-30.000,X=-0.638 Y=0.630 Z=0.441,X=0.172 Y=0.388,
X=-43.301 Y=25.000 Z=-50.000,X=-0.780 Y=0.441 Z=0.441,X=0.152 Y=0.498,
X=-2.588 Y=9.659 Z=30.000,X=-0.244 Y=0.858 Z=0.449,X=0.212 Y=0.062,
X=-0.026 Y=0.097 Z=50.000,X=-0.244 Y=0.858 Z=0.449,X=0.212 Y=0.002,
X=-5.176 Y=19.318 Z=10.000,X=-0.244 Y=0.858 Z=0.449,X=0.212 Y=0.170,
X=-5.000 Y=8.660 Z=30.000,X=-0.449 Y=0.772 Z=0.441,X=0.192 Y=0.062,
X=-0.050 Y=0.087 Z=50.000,X=-0.449 Y=0.772 Z=0.441,X=0.192 Y=0.002,
X=-10.000 Y=17.321 Z=10.000,X=-0.449 Y=0.772 Z=0.441,X=0.192 Y=0.170,
X=-15.000 Y=25.981 Z=-10.000,X=-0.449 Y=0.772 Z=0.441,X=0.192 Y=0.279,
X=-21.213 Y=21.213 Z=-10.000,X=-0.638 Y=0.630 Z=0.441,X=0.172 Y=0.279,
X=-14.142 Y=14.142 Z=10.000,X=-0.638 Y=0.630 Z=0.441,X=0.172 Y=0.170,
X=-7.071 Y=7.071 Z=30.000,X=-0.638 Y=0.630 Z=0.441,X=0.172 Y=0.062,
X=-0.071 Y=0.071 Z=50.000,X=-0.638 Y=0.630 Z=0.441,X=0.172 Y=0.002,
X=-34.641 Y=20.000 Z=-30.000,X=-0.780 Y=0.441 Z=0.441,X=0.152 Y=0.388,
X=-48.296 Y=12.941 Z=-50.000,X=-0.866 Y=0.228 Z=0.441,X=0.131 Y=0.498,
X=-25.981 Y=15.000 Z=-10.000,X=-0.780 Y=0.441 Z=0.441,X=0.152 Y=0.279,
X=-38.637 Y=10.353 Z=-30.000,X=-0.866 Y=0.228 Z=0.441,X=0.131 Y=0.388,
X=-50.000 Y=0.000 Z=-50.000,X=-0.898 Y=0.000 Z=0.441,X=0.110 Y=0.498,
X=-17.320 Y=10.000 Z=10.000,X=-0.780 Y=0.441 Z=0.441,X=0.152 Y=0.170,
X=-28.978 Y=7.765 Z=-10.000,X=-0.866 Y=0.228 Z=0.441,X=0.131 Y=0.279,
X=-40.000 Y=0.000 Z=-30.000,X=-0.898 Y=0.000 Z=0.441,X=0.110 Y=0.388,
X=-48.296 Y=-12.941 Z=-50.000,X=-0.866 Y=-0.236 Z=0.441,X=0.089 Y=0.498,
X=-8.660 Y=5.000 Z=30.000,X=-0.780 Y=0.441 Z=0.441,X=0.152 Y=0.062,
X=-0.087 Y=0.050 Z=50.000,X=-0.780 Y=0.441 Z=0.441,X=0.152 Y=0.002,
X=-38.637 Y=-10.353 Z=-30.000,X=-0.866 Y=-0.236 Z=0.441,X=0.089 Y=0.388,
X=-43.301 Y=-25.000 Z=-50.000,X=-0.780 Y=-0.449 Z=0.441,X=0.068 Y=0.498,
X=-9.659 Y=2.588 Z=30.000,X=-0.866 Y=0.228 Z=0.441,X=0.131 Y=0.062,
X=-0.097 Y=0.026 Z=50.000,X=-0.866 Y=0.228 Z=0.441,X=0.131 Y=0.002,
X=-19.319 Y=5.176 Z=10.000,X=-0.866 Y=0.228 Z=0.441,X=0.131 Y=0.170,
X=-10.000 Y=0.000 Z=30.000,X=-0.898 Y=0.000 Z=0.441,X=0.110 Y=0.062,
X=-0.100 Y=0.000 Z=50.000,X=-0.898 Y=0.000 Z=0.441,X=0.110 Y=0.002,
X=-20.000 Y=0.000 Z=10.000,X=-0.898 Y=0.000 Z=0.441,X=0.110 Y=0.170,
X=-30.000 Y=0.000 Z=-10.000,X=-0.898 Y=0.000 Z=0.441,X=0.110 Y=0.279,
X=-28.978 Y=-7.765 Z=-10.000,X=-0.866 Y=-0.236 Z=0.441,X=0.089 Y=0.279,
X=-19.319 Y=-5.176 Z=10.000,X=-0.866 Y=-0.236 Z=0.441,X=0.089 Y=0.170,
X=-9.659 Y=-2.588 Z=30.000,X=-0.866 Y=-0.236 Z=0.441,X=0.089 Y=0.062,
X=-0.097 Y=-0.026 Z=50.000,X=-0.866 Y=-0.236 Z=0.441,X=0.089 Y=0.002,
X=-34.641 Y=-20.000 Z=-30.000,X=-0.780 Y=-0.449 Z=0.441,X=0.068 Y=0.388,
X=-35.355 Y=-35.355 Z=-50.000,X=-0.638 Y=-0.638 Z=0.441,X=0.046 Y=0.498,
X=-25.981 Y=-15.000 Z=-10.000,X=-0.780 Y=-0.449 Z=0.441,X=0.068 Y=0.279,
X=-28.284 Y=-28.284 Z=-30.000,X=-0.638 Y=-0.638 Z=0.441,X=0.046 Y=0.388,
X=-25.000 Y=-43.301 Z=-50.000,X=-0.449 Y=-0.780 Z=0.441,X=0.024 Y=0.498,
X=-17.320 Y=-10.000 Z=10.000,X=-0.780 Y=-0.449 Z=0.441,X=0.068 Y=0.170,
X=-21.213 Y=-21.213 Z=-10.000,X=-0.638 Y=-0.638 Z=0.441,X=0.046 Y=0.279,
X=-20.000 Y=-34.641 Z=-30.000,X=-0.449 Y=-0.780 Z=0.441,X=0.024 Y=0.388,
X=-12.941 Y=-48.296 Z=-50.000,X=-0.236 Y=-0.866 Z=0.441,X=0.002 Y=0.498,
X=-10.353 Y=-38.637 Z=-30.000,X=-0.236 Y=-0.866 Z=0.441,X=0.002 Y=0.388,
X=-15.000 Y=-25.981 Z=-10.000,X=-0.449 Y=-0.780 Z=0.441,X=0.024 Y=0.279,
X=-7.765 Y=-28.978 Z=-10.000,X=-0.236 Y=-0.866 Z=0.441,X=0.002 Y=0.279,
X=-14.142 Y=-14.142 Z=10.000,X=-0.638 Y=-0.638 Z=0.441,X=0.046 Y=0.170,
X=-10.000 Y=-17.320 Z=10.000,X=-0.449 Y=-0.780 Z=0.441,X=0.024 Y=0.170,
X=-5.176 Y=-19.319 Z=10.000,X=-0.236 Y=-0.866 Z=0.441,X=0.002 Y=0.170,
X=-8.660 Y=-5.000 Z=30.000,X=-0.780 Y=-0.449 Z=0.441,X=0.068 Y=0.062,
X=-0.087 Y=-0.050 Z=50.000,X=-0.780 Y=-0.449 Z=0.441,X=0.068 Y=0.002,
X=-7.071 Y=-7.071 Z=30.000,X=-0.638 Y=-0.638 Z=0.441,X=0.046 Y=0.062,
X=-0.071 Y=-0.071 Z=50.000,X=-0.638 Y=-0.638 Z=0.441,X=0.046 Y=0.002,
X=-5.000 Y=-8.660 Z=30.000,X=-0.449 Y=-0.780 Z=0.441,X=0.024 Y=0.062,
X=-0.050 Y=-0.087 Z=50.000,X=-0.449 Y=-0.780 Z=0.441,X=0.024 Y=0.002,
X=-2.588 Y=-9.659 Z=30.000,X=-0.236 Y=-0.866 Z=0.441,X=0.002 Y=0.062,
X=-0.026 Y=-0.097 Z=50.000,X=-0.236 Y=-0.866 Z=0.441,X=0.002 Y=0.002,
X=0.097 Y=0.026 Z=50.000,X=0.000 Y=0.000 Z=1.000,X=0.229 Y=0.166,
X=0.100 Y=0.000 Z=50.000,X=0.000 Y=0.000 Z=1.000,X=0.231 Y=0.163,
X=0.097 Y=-0.026 Z=50.000,X=0.000 Y=0.000 Z=1.000,X=0.232 Y=0.160,
X=0.071 Y=-0.071 Z=50.000,X=0.000 Y=0.000 Z=1.000,X=0.231 Y=0.153,
X=0.087 Y=-0.050 Z=50.000,X=0.000 Y=0.000 Z=1.000,X=0.232 Y=0.156,
X=0.087 Y=0.050 Z=50.000,X=0.000 Y=0.000 Z=1.000,X=0.227 Y=0.168,
X=0.071 Y=0.071 Z=50.000,X=0.000 Y=0.000 Z=1.000,X=0.224 Y=0.170,
X=0.050 Y=0.087 Z=50.000,X=0.000 Y=0.000 Z=1.000,X=0.221 Y=0.171,
X=0.026 Y=0.097 Z=50.000,X=0.000 Y=0.000 Z=1.000,X=0.217 Y=0.171,
X=0.000 Y=0.100 Z=50.000,X=0.000 Y=0.000 Z=1.000,X=0.214 Y=0.170,
X=-0.026 Y=0.097 Z=50.000,X=0.000 Y=0.000 Z=1.000,X=0.211 Y=0.168,
X=-0.050 Y=0.087 Z=50.000,X=0.000 Y=0.000 Z=1.000,X=0.208 Y=0.166,
X=-0.071 Y=0.071 Z=50.000,X=0.000 Y=0.000 Z=1.000,X=0.207 Y=0.163,
X=-0.087 Y=0.050 Z=50.000,X=0.000 Y=0.000 Z=1.000,X=0.206 Y=0.160,
X=-0.097 Y=0.026 Z=50.000,X=0.000 Y=0.000 Z=1.000,X=0.206 Y=0.156,
X=-0.100 Y=0.000 Z=50.000,X=0.000 Y=0.000 Z=1.000,X=0.207 Y=0.153,
X=-0.097 Y=-0.026 Z=50.000,X=0.000 Y=0.000 Z=1.000,X=0.208 Y=0.150,
X=-0.087 Y=-0.050 Z=50.000,X=0.000 Y=0.000 Z=1.000,X=0.211 Y=0.148,
X=-0.071 Y=-0.071 Z=50.000,X=0.000 Y=0.000 Z=1.000,X=0.214 Y=0.146,
X=-0.050 Y=-0.087 Z=50.000,X=0.000 Y=0.000 Z=1.000,X=0.217 Y=0.145,
X=-0.026 Y=-0.097 Z=50.000,X=0.000 Y=0.000 Z=1.000,X=0.221 Y=0.145,
X=0.000 Y=-0.100 Z=50.000,X=0.000 Y=0.000 Z=1.000,X=0.224 Y=0.146,
X=0.026 Y=-0.097 Z=50.000,X=0.000 Y=0.000 Z=1.000,X=0.227 Y=0.148,
X=0.050 Y=-0.087 Z=50.000,X=0.000 Y=0.000 Z=1.000,X=0.229 Y=0.150,
X=115.299 Y=-19.733 Z=-42.057,X=1.000 Y=-0.008 Z=-0.008,X=0.502 Y=0.052,
X=112.897 Y=-44.119 Z=-32.057,X=0.984 Y=-0.173 Z=-0.008,X=0.517 Y=0.002,
X=115.299 Y=-19.733 Z=-32.057,X=1.000 Y=0.031 Z=-0.016,X=0.502 Y=0.002,
X=112.897 Y=-44.119 Z=-42.057,X=0.976 Y=-0.205 Z=-0.008,X=0.517 Y=0.052,
X=115.299 Y=-19.733 Z=-52.057,X=1.000 Y=-0.008 Z=-0.008,X=0.502 Y=0.101,
X=105.784 Y=-67.569 Z=-32.057,X=0.929 Y=-0.362 Z=-0.008,X=0.533 Y=0.002,
X=112.897 Y=-44.119 Z=-52.057,X=0.976 Y=-0.205 Z=-0.008,X=0.517 Y=0.101,
X=115.299 Y=-19.733 Z=-62.057,X=1.000 Y=-0.008 Z=-0.008,X=0.502 Y=0.151,
X=105.784 Y=-67.569 Z=-42.057,X=0.921 Y=-0.394 Z=-0.008,X=0.533 Y=0.052,
X=94.232 Y=-89.179 Z=-32.057,X=0.843 Y=-0.535 Z=-0.008,X=0.548 Y=0.002,
X=112.897 Y=-44.119 Z=-62.057,X=0.976 Y=-0.205 Z=-0.008,X=0.517 Y=0.151,
X=115.299 Y=-19.733 Z=-72.057,X=1.000 Y=-0.008 Z=-0.008,X=0.502 Y=0.200,
X=105.784 Y=-67.569 Z=-52.057,X=0.921 Y=-0.394 Z=-0.008,X=0.533 Y=0.101,
X=94.232 Y=-89.179 Z=-42.057,X=0.827 Y=-0.567 Z=-0.008,X=0.548 Y=0.052,
X=78.687 Y=-108.122 Z=-32.057,X=0.724 Y=-0.693 Z=-0.008,X=0.564 Y=0.002,
X=112.897 Y=-44.119 Z=-72.057,X=0.976 Y=-0.205 Z=-0.008,X=0.517 Y=0.200,
X=115.299 Y=-19.733 Z=-82.057,X=1.000 Y=-0.047 Z=-0.016,X=0.502 Y=0.250,
X=112.897 Y=-44.119 Z=-82.057,X=0.969 Y=-0.236 Z=-0.008,X=0.517 Y=0.250,
X=78.687 Y=-108.122 Z=-42.057,X=0.701 Y=-0.717 Z=-0.008,X=0.564 Y=0.052,
X=59.745 Y=-123.667 Z=-32.057,X=0.567 Y=-0.819 Z=0.000,X=0.579 Y=0.002,
X=105.784 Y=-67.569 Z=-72.057,X=0.921 Y=-0.394 Z=-0.008,X=0.533 Y=0.200,
X=105.784 Y=-67.569 Z=-82.057,X=0.906 Y=-0.425 Z=-0.008,X=0.533 Y=0.250,
X=105.784 Y=-67.569 Z=-62.057,X=0.921 Y=-0.394 Z=-0.008,X=0.533 Y=0.151,
X=94.232 Y=-89.179 Z=-72.057,X=0.827 Y=-0.567 Z=-0.008,X=0.548 Y=0.200,
X=94.232 Y=-89.179 Z=-82.057,X=0.811 Y=-0.591 Z=-0.008,X=0.548 Y=0.250,
X=94.232 Y=-89.179 Z=-62.057,X=0.827 Y=-0.567 Z=-0.008,X=0.548 Y=0.151,
X=94.232 Y=-89.179 Z=-52.057,X=0.827 Y=-0.567 Z=-0.008,X=0.548 Y=0.101,
X=78.687 Y=-108.122 Z=-52.057,X=0.701 Y=-0.717 Z=-0.008,X=0.564 Y=0.101,
X=78.687 Y=-108.122 Z=-62.057,X=0.701 Y=-0.717 Z=-0.008,X=0.564 Y=0.151,
X=78.687 Y=-108.122 Z=-72.057,X=0.701 Y=-0.717 Z=-0.008,X=0.564 Y=0.200,
X=78.687 Y=-108.122 Z=-82.057,X=0.677 Y=-0.740 Z=-0.008,X=0.564 Y=0.250,
X=59.745 Y=-123.667 Z=-42.057,X=0.543 Y=-0.835 Z=0.000,X=0.579 Y=0.052,
X=38.134 Y=-135.218 Z=-32.057,X=0.402 Y=-0.913 Z=0.000,X=0.595 Y=0.002,
X=59.745 Y=-123.667 Z=-52.057,X=0.543 Y=-0.835 Z=0.000,X=0.579 Y=0.101,
X=38.134 Y=-135.218 Z=-42.057,X=0.370 Y=-0.929 Z=0.000,X=0.595 Y=0.052,
X=14.685 Y=-142.331 Z=-32.057,X=0.213 Y=-0.976 Z=0.000,X=0.610 Y=0.002,
X=59.745 Y=-123.667 Z=-62.057,X=0.543 Y=-0.835 Z=0.000,X=0.579 Y=0.151,
X=38.134 Y=-135.218 Z=-52.057,X=0.370 Y=-0.929 Z=0.000,X=0.595 Y=0.101,
X=14.685 Y=-142.331 Z=-42.057,X=0.181 Y=-0.984 Z=0.000,X=0.610 Y=0.052,
X=-9.701 Y=-144.733 Z=-32.057,X=0.016 Y=-1.000 Z=0.000,X=0.625 Y=0.002,
X=59.745 Y=-123.667 Z=-72.057,X=0.543 Y=-0.835 Z=0.000,X=0.579 Y=0.200,
X=59.745 Y=-123.667 Z=-82.057,X=0.520 Y=-0.858 Z=-0.008,X=0.579 Y=0.250,
X=-9.701 Y=-144.733 Z=-42.057,X=0.000 Y=-1.000 Z=0.000,X=0.625 Y=0.052,
X=-34.088 Y=-142.331 Z=-32.057,X=-0.165 Y=-0.984 Z=0.000,X=0.641 Y=0.002,
X=38.134 Y=-135.218 Z=-72.057,X=0.370 Y=-0.929 Z=0.000,X=0.595 Y=0.200,
X=38.134 Y=-135.218 Z=-82.057,X=0.339 Y=-0.937 Z=0.000,X=0.595 Y=0.250,
X=38.134 Y=-135.218 Z=-62.057,X=0.370 Y=-0.929 Z=0.000,X=0.595 Y=0.151,
X=14.685 Y=-142.331 Z=-72.057,X=0.181 Y=-0.984 Z=0.000,X=0.610 Y=0.200,
X=14.685 Y=-142.331 Z=-82.057,X=0.150 Y=-0.992 Z=0.000,X=0.610 Y=0.250,
X=14.685 Y=-142.331 Z=-62.057,X=0.181 Y=-0.984 Z=0.000,X=0.610 Y=0.151,
X=14.685 Y=-142.331 Z=-52.057,X=0.181 Y=-0.984 Z=0.000,X=0.610 Y=0.101,
X=-9.701 Y=-144.733 Z=-52.057,X=0.000 Y=-1.000 Z=0.000,X=0.625 Y=0.101,
X=-9.701 Y=-144.733 Z=-62.057,X=0.000 Y=-1.000 Z=0.000,X=0.625 Y=0.151,
X=-9.701 Y=-144.733 Z=-72.057,X=0.000 Y=-1.000 Z=0.000,X=0.625 Y=0.200,
X=-9.701 Y=-144.733 Z=-82.057,X=-0.031 Y=-1.000 Z=0.000,X=0.625 Y=0.250,
X=-34.088 Y=-142.331 Z=-42.057,X=-0.197 Y=-0.976 Z=0.000,X=0.641 Y=0.052,
X=-57.537 Y=-135.218 Z=-32.057,X=-0.354 Y=-0.937 Z=0.000,X=0.657 Y=0.002,
X=-34.088 Y=-142.331 Z=-52.057,X=-0.197 Y=-0.976 Z=0.000,X=0.641 Y=0.101,
X=-57.537 Y=-135.218 Z=-42.057,X=-0.386 Y=-0.921 Z=0.000,X=0.657 Y=0.052,
X=-79.148 Y=-123.667 Z=-32.057,X=-0.528 Y=-0.850 Z=0.000,X=0.672 Y=0.002,
X=-34.088 Y=-142.331 Z=-62.057,X=-0.197 Y=-0.976 Z=0.000,X=0.641 Y=0.151,
X=-57.537 Y=-135.218 Z=-52.057,X=-0.386 Y=-0.921 Z=0.000,X=0.657 Y=0.101,
X=-79.148 Y=-123.667 Z=-42.057,X=-0.559 Y=-0.827 Z=0.000,X=0.672 Y=0.052,
X=-98.090 Y=-108.122 Z=-32.057,X=-0.685 Y=-0.732 Z=0.000,X=0.688 Y=0.002,
X=-34.088 Y=-142.331 Z=-72.057,X=-0.197 Y=-0.976 Z=0.000,X=0.641 Y=0.200,
X=-34.088 Y=-142.331 Z=-82.057,X=-0.228 Y=-0.976 Z=0.000,X=0.641 Y=0.250,
X=-98.090 Y=-108.122 Z=-42.057,X=-0.709 Y=-0.709 Z=0.000,X=0.688 Y=0.052,
X=-113.635 Y=-89.179 Z=-32.057,X=-0.811 Y=-0.583 Z=0.000,X=0.703 Y=0.002,
X=-57.537 Y=-135.218 Z=-72.057,X=-0.386 Y=-0.921 Z=0.000,X=0.657 Y=0.200,
X=-57.537 Y=-135.218 Z=-82.057,X=-0.417 Y=-0.906 Z=0.000,X=0.657 Y=0.250,
X=-57.537 Y=-135.218 Z=-62.057,X=-0.386 Y=-0.921 Z=0.000,X=0.657 Y=0.151,
X=-79.148 Y=-123.667 Z=-72.057,X=-0.559 Y=-0.827 Z=0.000,X=0.672 Y=0.200,
